"date","summary","group"
"2025-05-21","Coinbase discloses a breach from Dec 2024 affecting ~69,461 users; no funds were lost.","Other crypto/web3 topics"
"2025-05-22","The Finality Upgrade (F3) cuts block finality time from hours to under two minutes.","Other crypto/web3 topics"
"2025-06-02","ConsenSys acquires **Web3Auth**, aiming to simplify MetaMask onboarding with social logins.","Other crypto/web3 topics"
"2025-06-13","Support for the wethDYDX bridge officially ends on dYdX Chain; ethDYDX can no longer be converted.","Other crypto/web3 topics"
"2025-06-24","Argent rebrands to ""Ready"", rolling out a renewed global vision and dual app strategy.","Other crypto/web3 topics"
"2025-06-25","Lido V3 Testnet-2 launches with modular stVaults on Hoodi testnet.","Other crypto/web3 topics"
"2025-06-27","OKX launches its fully regulated crypto exchange in Spain via new MiCA-based passporting.","Other crypto/web3 topics"
"2025-07-10","Lido V3 hits Holesky Ethereum testnet; mainnet slated for October rollout.","Other crypto/web3 topics"
"2025-07-11","Tether announces it will end new USDT issuance on EOS, Algorand, Omni, Kusama, and BCH SLP.","Other coins"
"2025-07-11","Announces lunar lander data storage project, showcasing ultra-long-term preservation goals.","Other crypto/web3 topics"
"2025-07-15","""Dual Governance"" activated: stETH holders gain veto rights over risky DAO proposals.","Other crypto/web3 topics"
"2025-07-15","Compound III upgrade officially launches, further streamlining the protocol architecture.","Other crypto/web3 topics"
"2025-07-17","The U.S. passes the GENIUS Act, introducing stablecoin regulations that directly impact Tether.","Other coins"
"2025-07-18","Trump signs a stablecoin law, calling it a ""giant step"" toward cementing American dominance.","Government"
"2025-07-24","Network v26 upgrade optimizes gas costs, reducing fees for Filecoin storage providers.","Other crypto/web3 topics"
"2025-07-29","Kraken seeks $500M in new funding at a $15B valuation to drive global growth and innovation.","Other crypto/web3 topics"
"2025-08-01","Security patch applied to critical withdrawal logic via DAO, no user funds impacted.","Other crypto/web3 topics"
"2025-08-05","Bybit unveils redesigned mobile app with a new ""Lite"" onboarding and upgraded ""Pro"" trading mode. *(pending public source confirmation)*","Other crypto/web3 topics"
"2025-08-07","Trump signs executive order allowing crypto and other alternative assets in 401(k) retirement plans.","Government"
"2025-08-07","Paxos settles with NYDFS: $26.5M fine + $22M compliance investment over BUSD.","Other crypto/web3 topics"
"2025-08-11","The Uniswap Foundation proposes registering as a DUNA (Decentralized Unincorporated Nonprofit Association) in Wyoming for legal structure.","Other crypto/web3 topics"
"2025-08-14","Coinbase completes the acquisition of Deribit, integrating the derivatives platform globally.","Other crypto/web3 topics"
"2025-08-14","Gemini announces a self-custody wallet with ENS subdomain integration.","Other crypto/web3 topics"
"2025-08-20","Gemini obtains a MiCA license from Malta, allowing EU-wide crypto operations via regulatory passporting.","Other crypto/web3 topics"
"2025-08-21","MetaMask unveils its native stablecoin, **MetaMask USD (mUSD)**, built with Bridge and M0.","Other crypto/web3 topics"
"2025-08-22","Proposal introduced to deploy Uniswap V3 on Ronin blockchain, expanding protocol reach to new ecosystems.","Other crypto/web3 topics"
"2025-08-27","Bybit launches its flagship trading competition, the ""World Series of Trading"" (WSOT). *(pending citation)*","Other crypto/web3 topics"
"2025-08-28","Tether announces USDT integration with Bitcoin via RGB protocol, enabling native BTC transfers.","Other coins"
"2025-08-30","Effective date for Tether ending new USDT issuance on EOS, Algorand, Omni, Kusama, and BCH SLP.","Other coins"
"2025-08-31","Libbitcoin remains actively maintained by Eric Voskuil and contributors, continuing as a key alternative codebase for Bitcoin developers.","Bitcoin software variants"
"2025-09-01","Tether discontinues direct issuance and redemption on legacy chains, though transfers remain live.","Other coins"
"2025-09-02","Reports emerge that the SEC is considering decisions on spot XRP ETFs as part of a new crypto strategy.","Other coins"
"2025-09-02","Aave community votes for a new protocol aimed at more decentralization and user-friendly design.","Other crypto/web3 topics"
"2025-09-03","Bybit Card rolls out in Europe, enabling users to spend crypto across the EEA. *(pending citation)*","Other crypto/web3 topics"
"2025-09-09","Debuts AI-powered mobile app offering integrated trading and ""OpenSea Intelligence.""","Other crypto/web3 topics"
"2025-09-09","Nasdaq becomes a strategic investor in Gemini, investing $50M ahead of its Nasdaq IPO and forging a partnership.","Other crypto/web3 topics"
"2025-09-09","Egorov and team unveil a new protocol aimed at decentralization and improved user experience.","Other crypto/web3 topics"
"2025-09-15","All MKR spot trading pairs are scheduled to be delisted, aligning with the rebrand to Sky Protocol.","Other crypto/web3 topics"
"2025-09-17","SKY token trading pairs go live, marking the full transition to Sky Protocol.","Other crypto/web3 topics"
